loan_id,transaction_id,loan_amount,down_payment,loan_term_months,loan_interest_rate,monthly_payment,loan_type
436,506,16373.21,2908.11,72,0.0216,242.66,Purchase Loan
437,507,9045.01,654.71,60,0.0266,161.16,Purchase Loan
438,509,9014.08,5533.9,72,0.0116,247.36,Lease
439,510,28983.3,6289.35,72,0.0366,448.97,Purchase Loan
440,511,15602.11,2792.34,72,0.0616,259.75,Purchase Loan
441,512,139904.38,14416.52,72,0.0466,1200.3,Lease
442,513,104933.15,13509.91,72,0.0216,1555.19,Purchase Loan
443,514,17767.37,2377,72,0.0216,263.33,Purchase Loan
444,515,22643.58,4490.38,48,0.0266,497.8,Purchase Loan
445,517,32571.96,4224.29,60,0.0216,573.2,Purchase Loan
446,518,38126.11,4103.13,48,0.0266,838.18,Purchase Loan
447,519,25414.98,4420.01,72,0.0266,382.29,Purchase Loan
448,520,37270.97,4402.64,72,0.0616,620.51,Purchase Loan
449,521,22075.34,3056.1,72,0.0616,367.52,Purchase Loan
450,522,23491.76,3802.82,72,0.0116,337.92,Purchase Loan
451,525,14980.28,2811.76,72,0.0266,102.1,Lease
452,527,15865.74,1680.16,72,0.0266,238.65,Purchase Loan
453,529,36942.39,8135.89,84,0.0266,296.37,Lease
454,531,25045.84,2713.21,48,0.0216,545.12,Purchase Loan
455,532,21881.67,4275.64,72,0.0366,338.96,Purchase Loan
456,533,39202.92,8939.26,60,0.0216,689.89,Purchase Loan
457,534,1615.99,838.21,72,0.0216,23.95,Purchase Loan
458,535,28172.42,3631.31,60,0.0216,495.77,Purchase Loan
459,536,17188.41,2359.01,72,0.0616,286.16,Purchase Loan
460,537,45749.06,5896.06,72,0.0216,678.04,Purchase Loan
461,538,31272.83,5643.13,60,0.0367,571.29,Purchase Loan
462,539,4924.51,1835.98,72,0.0617,82.01,Purchase Loan
463,540,33826.02,8822.44,60,0.0217,424.73,Lease
464,541,29665.96,8748.06,72,0.0117,230.62,Lease
465,542,37541.09,4685.48,72,0.0667,634.11,Purchase Loan
466,543,916.41,1644.14,72,0.0367,14.2,Purchase Loan
467,544,11467.97,905.32,60,0.0817,233.46,Purchase Loan
468,545,23334.97,1697.63,72,0.0267,351.11,Purchase Loan
469,546,23722.37,3134.8,60,0.0267,422.79,Purchase Loan
470,547,45568.69,13132.47,72,0.0467,428.22,Lease
471,548,11454.06,2795.82,72,0.0217,169.81,Purchase Loan
472,549,57993.56,10040.21,48,0.0467,1326.9,Purchase Loan
473,550,15629.29,1113.81,72,0.0217,231.71,Purchase Loan
474,552,33052.77,2146.94,60,0.0217,581.8,Purchase Loan
475,553,6983.81,3066.89,72,0.0367,108.22,Purchase Loan
476,555,107027.45,12594.76,72,0.01,1532.15,Purchase Loan
477,556,5489.1,1834.79,48,0.0617,95.15,Lease
478,557,18748.26,4232.34,72,0.0217,277.95,Purchase Loan
479,558,38937.33,7021.08,84,0.0217,500.05,Purchase Loan
480,559,27328.54,1373.5,48,0.0817,669.35,Purchase Loan
481,560,51829.22,2781.62,84,0.0617,761.38,Purchase Loan
482,561,20911.86,7353.61,84,0.0367,282.67,Purchase Loan
483,562,53490.2,11913.46,72,0.0117,769.66,Purchase Loan
484,563,766.52,3187.09,48,0.0817,18.77,Purchase Loan
485,564,11164.54,1787.5,36,0.0267,323.06,Purchase Loan
486,565,22364.15,3820.29,72,0.0217,199.87,Lease
487,566,17888.99,2868.77,72,0.0267,269.17,Purchase Loan
488,567,33310.05,6972.27,72,0.0467,531.37,Purchase Loan
489,568,2037.2,1391.29,72,0.0367,31.57,Purchase Loan
490,570,28872.95,2606.03,36,0.0367,848.21,Purchase Loan
491,571,4314.52,1573.82,72,0.0217,110.36,Lease
492,572,14876.7,3899.92,84,0.0217,191.05,Purchase Loan
493,575,18314.11,3182.52,84,0.0367,247.56,Purchase Loan
494,576,17485.84,2193.86,48,0.0217,380.66,Purchase Loan
495,577,34738.29,5242.24,72,0.0667,586.76,Purchase Loan
496,578,4684.4,2425.35,84,0.0617,68.81,Purchase Loan
497,581,10461.01,3271.39,72,0.0367,162.1,Purchase Loan
498,582,40360.55,4262.33,72,0.0217,280.18,Lease
499,584,48112.31,8987.81,72,0.0617,801.23,Purchase Loan
500,585,44111.11,4950.52,72,0.0817,777.08,Purchase Loan
501,586,26156.94,3663.22,48,0.0667,622.36,Purchase Loan
502,587,33728.6,5919.45,72,0.0617,561.69,Purchase Loan
503,588,25042.95,3346.28,72,0.0367,388.05,Purchase Loan
504,589,28552.55,3040.04,60,0.0367,521.6,Purchase Loan
505,590,57057.01,8334.45,60,0.0267,1016.89,Purchase Loan
506,591,32653.8,5430.64,72,0.0267,491.33,Purchase Loan
507,592,3640.33,2291.94,48,0.0817,152.57,Lease
508,593,27847.59,2478.8,72,0.0817,490.57,Purchase Loan
509,594,28955.82,3901.94,72,0.0617,482.21,Purchase Loan
510,595,50292.44,13708.67,72,0.0667,849.49,Purchase Loan
511,596,36428.3,7370.71,72,0.0467,581.12,Purchase Loan
512,597,30535.13,1831.06,72,0.0617,508.51,Purchase Loan
513,598,270.37,1346.5,48,0.0617,6.37,Purchase Loan
514,599,6960.16,771.83,84,0.0817,109.07,Purchase Loan
515,600,18150.69,5462.69,72,0.0117,261.17,Purchase Loan
516,601,28971.33,2179.91,48,0.0217,630.69,Purchase Loan
517,602,52841.32,5173.63,72,0.0267,795.08,Purchase Loan
518,603,34112.2,2879.5,72,0.0817,600.93,Purchase Loan
519,605,8090.32,4325.17,72,0.0217,119.94,Purchase Loan
520,606,25629.7,2404.26,72,0.0217,379.97,Purchase Loan
521,607,25222.98,3584.27,72,0.0267,379.52,Purchase Loan
522,608,2853.77,715.61,72,0.0217,42.31,Purchase Loan
523,609,66272.91,17999.52,60,0.01,685.06,Lease
524,610,11312.32,1872.29,60,0.0267,201.61,Purchase Loan
525,611,20779.2,2831.19,84,0.0217,108.82,Lease
526,612,11615.51,8156.51,72,0.0117,167.13,Purchase Loan
527,613,19930.97,2441.06,60,0.0617,386.9,Purchase Loan
528,614,25273.84,4022.3,84,0.0217,324.58,Purchase Loan
529,615,12747.41,888.85,72,0.0617,56.55,Lease
530,616,9483.15,1468.74,60,0.0267,169.01,Purchase Loan
531,618,9161.15,4583.53,72,0.01,131.15,Purchase Loan
532,619,24813.62,3338.07,72,0.0367,384.49,Purchase Loan
533,620,11095.72,1569.8,72,0.0267,166.95,Purchase Loan
534,621,10652.64,1790.93,72,0.0267,160.28,Purchase Loan
535,622,43208.74,10772.06,72,0.0367,669.53,Purchase Loan
536,623,51712.43,11255.04,72,0.0217,462.78,Lease
537,624,11440.14,2132.04,72,0.0217,169.6,Purchase Loan
538,626,3841.44,2848.47,72,0.0818,67.69,Purchase Loan
539,627,1898.42,5701.75,48,0.0118,40.51,Purchase Loan
540,629,12157.68,885.35,84,0.0218,156.19,Purchase Loan
541,630,30350.43,5816.72,72,0.0118,416.84,Lease
542,631,44219.65,10264.88,60,0.0468,828.01,Purchase Loan
543,632,7452.93,1440.92,84,0.0268,97.41,Purchase Loan
544,635,12146.77,1605.91,72,0.0268,89.86,Lease
545,636,33601.21,2118.22,60,0.0268,599,Purchase Loan
546,637,14233.93,1663.47,60,0.0368,136.65,Lease
547,638,17555.98,3476.1,72,0.0268,264.23,Purchase Loan
548,639,22307.59,2166.64,60,0.0818,454.24,Purchase Loan
549,640,18293.32,974.84,72,0.0368,283.54,Purchase Loan
550,641,31726.58,7173.01,60,0.0218,558.6,Purchase Loan
551,642,18664.01,2205.77,72,0.0618,310.9,Purchase Loan
552,645,25184.7,4671.27,60,0.0818,512.83,Purchase Loan
553,646,27133.13,4847.87,36,0.0218,779.3,Purchase Loan
554,647,32777.05,5311.54,84,0.0368,443.21,Purchase Loan
555,648,20531.98,1318.98,72,0.0268,309.03,Purchase Loan
556,649,1824.88,1926.54,84,0.0268,23.85,Purchase Loan
557,650,15751.97,2821.24,72,0.0218,233.6,Purchase Loan
558,651,36478.55,7797.62,60,0.0268,650.3,Purchase Loan
559,652,17864.03,4283.64,48,0.0268,289.58,Lease
560,653,341.21,3044.5,72,0.0268,5.14,Purchase Loan
561,654,32547.68,2007.3,84,0.0618,478.29,Purchase Loan
562,655,9757.28,884.06,60,0.0818,198.68,Purchase Loan
563,656,11531.81,1032,36,0.0368,338.83,Purchase Loan
564,657,24209.32,2170.44,72,0.0618,403.28,Purchase Loan
565,658,14029.37,1490.65,72,0.0268,229.39,Lease
566,659,14012.46,2122.56,60,0.0818,124.57,Lease
567,660,11071.68,1948.86,60,0.0218,194.93,Purchase Loan
568,663,66203.08,4459.56,72,0.0618,1102.81,Purchase Loan
569,664,51185.53,8135.33,84,0.0218,281.26,Lease
570,665,12111.12,4054.92,60,0.0268,215.9,Purchase Loan
571,666,12528.73,1803.43,48,0.0618,295.27,Purchase Loan
572,667,48736.75,3331.48,72,0.0268,733.53,Purchase Loan
573,668,81985.05,11592.1,60,0.0118,1407.79,Purchase Loan
574,669,11332.39,2248.95,72,0.0218,168.05,Purchase Loan
575,672,25204.38,16723.32,60,0.01,430.84,Purchase Loan
576,673,2602.54,2427.38,72,0.0218,204.01,Lease
577,674,10146.72,1187.54,72,0.0268,152.72,Purchase Loan
578,675,119390.64,20584.46,84,0.0218,1533.81,Purchase Loan
579,677,79363.11,21171.78,72,0.01,1136.12,Purchase Loan
580,678,41189.9,4730.04,84,0.0218,529.17,Purchase Loan
581,679,21150.74,2446.2,60,0.0618,410.68,Purchase Loan
582,680,64438.89,6078.26,72,0.0268,969.87,Purchase Loan
583,681,37394.37,5332.68,72,0.0368,579.61,Purchase Loan
584,682,8863.55,3293.07,72,0.0268,133.4,Purchase Loan
585,683,57144.78,8700.87,84,0.0818,895.8,Purchase Loan
586,684,35106.92,1729.24,72,0.0268,528.39,Purchase Loan
587,686,17685.9,1841.59,72,0.0218,142.94,Lease
588,687,20289.7,1246.57,60,0.0368,370.74,Purchase Loan
589,688,19953.52,1374.3,72,0.0218,295.9,Purchase Loan
590,689,24743.23,2683.34,72,0.0368,383.52,Purchase Loan
591,690,41799.44,6757.52,60,0.01,303.56,Lease
592,691,33126.24,5754.2,72,0.0368,513.45,Purchase Loan
593,692,367.75,2774.66,60,0.0268,6.56,Purchase Loan
594,693,61809.87,7816.58,60,0.0218,590.07,Lease
595,694,54524.69,8836.42,72,0.01,780.55,Purchase Loan
596,695,6863.05,1083.55,84,0.0269,122.48,Lease
597,696,511.78,1674.88,72,0.0369,7.93,Purchase Loan
598,697,2322.52,2908.59,60,0.0219,40.9,Purchase Loan
599,699,23684.06,4963.9,48,0.0619,558.29,Purchase Loan
600,700,43933.08,14106.83,60,0.0219,773.71,Purchase Loan
601,701,16955.93,2599.77,72,0.0219,251.52,Purchase Loan
602,702,22846.47,3447.63,72,0.0369,354.22,Purchase Loan
603,703,5627.19,2305.64,48,0.0219,122.55,Purchase Loan
604,704,87592.27,8432.34,72,0.0269,1318.74,Purchase Loan
605,705,14823.43,8922.25,84,0.01,182.79,Purchase Loan
606,706,17401.69,2514.83,72,0.0819,306.72,Purchase Loan
607,707,50763.76,7479.04,72,0.0219,753.03,Purchase Loan
608,708,78594.59,12935.95,72,0.0369,715.88,Lease
609,709,24422.24,180.03,84,0.0819,382.97,Purchase Loan
610,710,46895.84,9707.89,48,0.0219,525.85,Lease
611,712,28279.95,5217.61,60,0.0619,549.23,Purchase Loan
612,713,15125.19,1736.04,72,0.0269,227.72,Purchase Loan
613,715,7290.87,3265.62,60,0.0619,141.6,Purchase Loan
614,717,13462.76,2237.08,72,0.0219,199.71,Purchase Loan
615,718,76693.32,20442.21,60,0.0469,1436.43,Purchase Loan
616,719,9430.44,3127.65,72,0.0269,141.98,Purchase Loan
617,720,5234.15,1743.05,84,0.0219,67.27,Purchase Loan
618,721,26921.74,2822.41,72,0.0619,448.59,Purchase Loan
619,722,14312.83,4233.61,72,0.0269,215.49,Purchase Loan
620,723,45111.54,10632.75,72,0.0619,751.68,Purchase Loan
621,724,6390.58,2336.34,60,0.0819,130.16,Purchase Loan
622,726,21019.22,4583.76,72,0.0369,325.89,Purchase Loan
623,727,40872.86,8760.82,84,0.0269,534.37,Purchase Loan
624,728,34145.76,5996.61,72,0.01,488.81,Purchase Loan
625,729,11615.51,1598.98,48,0.0219,132.63,Lease
626,730,10435.77,5006.69,72,0.0269,157.11,Purchase Loan
627,732,43587.94,3647.08,72,0.0269,656.23,Purchase Loan
628,734,14050.2,1382.47,60,0.0619,272.87,Purchase Loan
629,735,5689.42,3107.51,72,0.0219,84.4,Purchase Loan
630,736,18869.17,7894.17,36,0.0619,575.66,Purchase Loan
631,737,35356.31,3572.65,60,0.0269,630.45,Purchase Loan
632,738,14187.78,2138.1,72,0.0269,213.6,Purchase Loan
633,739,42193.99,5672.04,84,0.0469,257.41,Lease
634,740,42610.51,3287.37,72,0.0369,660.65,Purchase Loan
635,742,4634.88,3610.22,60,0.0269,82.65,Purchase Loan
636,743,33465.58,5097.87,60,0.01,572.05,Purchase Loan
637,744,8989.62,1832.25,84,0.0219,115.53,Purchase Loan
638,745,20940.34,7072.02,84,0.0669,312.88,Purchase Loan
639,746,11326.77,1755.91,48,0.0619,267,Purchase Loan
640,747,43090.36,5478.34,84,0.0469,267.18,Lease
641,750,30550.71,3418.3,60,0.0469,572.2,Purchase Loan
642,751,45519.95,2285.65,60,0.0269,811.68,Purchase Loan
643,752,16761.16,4145.09,60,0.01,286.51,Purchase Loan
644,753,23314.08,9737.22,60,0.0119,400.44,Purchase Loan
645,754,27457.96,5210.86,72,0.0669,464.05,Purchase Loan
646,755,7782.28,3121.64,72,0.0269,117.17,Purchase Loan
647,756,57052.23,9077.93,84,0.0369,771.72,Purchase Loan
648,757,25433.25,2102.51,84,0.0619,373.86,Purchase Loan
649,758,25520.36,4664.57,60,0.0269,455.06,Purchase Loan
650,759,15164.6,859.76,72,0.0619,31.48,Lease
651,760,1927.95,1012.34,72,0.0219,28.6,Purchase Loan
652,761,40548.99,7647.23,72,0.0619,675.66,Purchase Loan
653,762,9355.51,715.41,60,0.0619,66.12,Lease
654,766,15728.05,2978.42,72,0.0369,243.85,Purchase Loan
655,767,33382.96,5193.16,72,0.01,477.89,Purchase Loan
656,768,18015.72,4874.3,72,0.0269,271.23,Purchase Loan
657,769,27397.17,3713.2,72,0.0619,456.51,Purchase Loan
658,770,22741.85,1980.05,72,0.0219,337.35,Purchase Loan
659,771,14226.16,1380.37,72,0.0369,220.57,Purchase Loan
660,772,7138.39,5182.17,84,0.067,106.69,Purchase Loan
661,773,28716.86,4881.45,60,0.082,585.03,Purchase Loan
662,774,42124.53,11246.54,48,0.01,895.63,Purchase Loan
663,775,35734,2103.28,84,0.027,467.35,Purchase Loan
664,777,16754.68,6418.29,48,0.037,376.06,Purchase Loan
665,778,28581.53,3280.66,72,0.062,476.38,Purchase Loan
666,779,8019.25,4810.48,84,0.027,104.88,Purchase Loan
667,780,1407.88,1278.86,72,0.027,82.2,Lease
668,781,12152.6,962.6,60,0.022,104.58,Lease
669,782,46814.53,12272.89,84,0.012,324.33,Lease
670,783,2833.4,1323.22,48,0.062,66.8,Purchase Loan
671,787,27760.12,6404.9,60,0.047,520.06,Purchase Loan
672,788,46578.75,3913.7,72,0.022,691.16,Purchase Loan
673,789,935.02,4768.46,72,0.037,234.32,Lease
674,790,14361,1175.53,36,0.027,415.74,Purchase Loan
675,791,20782.59,3260.38,84,0.047,290.82,Purchase Loan
676,792,3747.15,1741.18,72,0.027,56.43,Purchase Loan
677,793,13291.65,776.35,84,0.022,170.88,Purchase Loan
678,794,15381.82,2635.6,72,0.082,271.2,Purchase Loan
679,796,43854.39,4405.44,60,0.01,405.35,Lease
680,797,22089.92,1387.04,36,0.037,649.24,Purchase Loan
681,798,4804.27,909.17,60,0.037,87.83,Purchase Loan
682,799,6021.53,1858.75,48,0.082,147.57,Purchase Loan
683,800,26494.55,8407.16,72,0.047,423.02,Purchase Loan
684,802,9414.11,784.5,48,0.022,205.06,Purchase Loan
685,803,41325.91,4111.71,72,0.037,290.13,Lease
686,804,21416.64,4680.41,60,0.027,381.98,Purchase Loan
687,808,48633.86,5911.95,48,0.01,1034.03,Purchase Loan
688,809,39010.45,12584.69,48,0.022,849.75,Purchase Loan
689,810,1343.51,3262.79,72,0.022,19.94,Purchase Loan
690,811,13936.41,3172.46,48,0.037,312.8,Purchase Loan
691,812,58992.52,11511.91,72,0.01,844.51,Purchase Loan
692,813,10518.46,4578.69,48,0.082,257.78,Purchase Loan
693,814,22726.74,9658.23,60,0.022,400.34,Purchase Loan
694,815,4406.9,3058.92,60,0.022,77.63,Purchase Loan
695,816,4227.26,4933.63,84,0.022,54.34,Purchase Loan
696,817,42187.81,12937.57,48,0.022,918.96,Purchase Loan
697,818,40818.95,8952.91,84,0.037,552.33,Purchase Loan
698,819,25417.45,1396.57,72,0.082,448.14,Purchase Loan
699,820,30956.86,4834.83,72,0.027,466.21,Purchase Loan
700,821,11856.07,726.78,72,0.037,183.87,Purchase Loan
701,822,28378.61,5653.17,48,0.01,603.37,Purchase Loan
702,823,28015.81,1784.18,60,0.027,499.68,Purchase Loan
703,824,18039.12,2028.95,60,0.062,350.43,Purchase Loan
704,825,16505.91,3430.27,84,0.037,96.95,Lease
705,826,53233.74,14282.93,84,0.022,684.36,Purchase Loan
706,827,57291.49,13086.87,72,0.067,968.53,Purchase Loan
707,828,21123.83,2985.72,72,0.027,318.12,Purchase Loan
708,829,44954.44,8649.87,72,0.037,697.19,Purchase Loan
709,831,25342.55,5364.81,72,0.037,393.03,Purchase Loan
710,832,7487.57,1566.24,72,0.082,132.01,Purchase Loan
711,833,39021.92,10492.09,72,0.022,334.19,Lease
712,834,47379.34,12774.56,72,0.012,682.35,Purchase Loan
713,836,18093.25,2202.63,48,0.027,398.09,Purchase Loan
714,837,37431.4,3015.9,60,0.027,667.61,Purchase Loan
715,839,4938.79,2084.29,72,0.062,82.32,Purchase Loan
716,840,19348.23,2189.64,72,0.027,291.38,Purchase Loan
717,841,6356.72,3609.83,72,0.037,98.59,Purchase Loan
718,842,18721.74,3673.62,36,0.027,299.62,Lease
719,844,11633.53,691.29,60,0.027,207.49,Purchase Loan
720,845,57840.8,9509.04,84,0.022,743.59,Purchase Loan
721,846,18657.97,2824.97,48,0.022,332.46,Lease
722,847,11188.34,1234.74,72,0.037,173.52,Purchase Loan
723,848,47961.1,8613.12,84,0.062,705.25,Purchase Loan
724,850,36440.74,6184.67,72,0.022,540.72,Purchase Loan
725,851,2570.72,557.15,60,0.082,52.37,Purchase Loan
726,852,8671.06,2372.85,72,0.027,130.58,Purchase Loan
727,854,58071.22,9299.99,60,0.022,1022.95,Purchase Loan
728,855,15704.67,1998.93,72,0.037,243.56,Purchase Loan
729,856,19436.54,3144.88,72,0.027,292.71,Purchase Loan
730,857,26822.8,1662.35,72,0.022,398.01,Purchase Loan
731,858,16340.77,1857.6,72,0.037,253.43,Purchase Loan
732,859,36547.62,6834.6,48,0.01,777.06,Purchase Loan
733,861,9631.13,3578.28,72,0.0371,149.41,Purchase Loan
734,862,24656.62,4741.82,84,0.0221,317.09,Purchase Loan
735,864,8970.33,2613.67,84,0.0221,115.36,Purchase Loan
736,865,17474.17,2139.65,72,0.0271,150.71,Lease
737,866,35415.27,2105.24,72,0.0821,624.58,Purchase Loan
738,867,36676.67,7900.42,72,0.0821,646.83,Purchase Loan
739,868,36083.56,2341.02,48,0.0621,850.9,Purchase Loan
740,872,37724.48,8198.9,60,0.0671,741.84,Purchase Loan
741,873,33993.2,6553.04,72,0.0621,225.11,Lease
742,874,5631.16,4158.15,72,0.0821,99.31,Purchase Loan
743,875,4980.45,7966.44,84,0.0621,73.26,Purchase Loan
744,876,10454.96,1570.64,60,0.0221,98.24,Lease
745,877,14196.85,1236.02,72,0.0371,220.24,Purchase Loan
746,878,1241.07,2635.68,72,0.0271,18.7,Purchase Loan
747,879,15562.44,1329.82,60,0.0271,277.64,Purchase Loan
748,881,27313.59,3843.83,72,0.0671,461.88,Purchase Loan
749,882,26476.65,6827.1,84,0.0121,328.89,Purchase Loan
750,883,19127.52,1363.5,72,0.0271,288.14,Purchase Loan
751,886,30428.24,5589.18,60,0.0271,542.84,Purchase Loan
752,887,46423.14,5201.82,72,0.0621,410.49,Lease
753,889,22438.07,2629.62,48,0.0821,549.99,Purchase Loan
754,890,45448.09,5872.89,72,0.0221,674.58,Purchase Loan
755,891,12872.21,2430.39,84,0.0271,168.41,Purchase Loan
756,892,37951.9,2186.2,60,0.0621,737.43,Purchase Loan
757,893,31400.7,3424.58,72,0.0821,553.78,Purchase Loan
758,894,16565.95,4716.54,72,0.0371,256.99,Purchase Loan
759,896,22653.07,4841.92,60,0.0121,389.28,Purchase Loan
760,897,2648.07,4379.35,72,0.0221,39.3,Purchase Loan
761,898,23314.8,1171.94,72,0.0221,346.06,Purchase Loan
762,899,29338.53,3757.91,72,0.0821,517.41,Purchase Loan
763,900,5384.43,1136.75,72,0.0821,94.96,Purchase Loan
764,901,68383.7,14880.94,72,0.0221,572.89,Lease
765,902,24934.55,3334.02,72,0.0221,370.1,Purchase Loan
766,903,24360.41,2438.51,48,0.0271,536.08,Purchase Loan
767,904,33618.7,3782.6,84,0.0221,432.35,Purchase Loan
768,905,40093.58,9874.13,72,0.0671,677.99,Purchase Loan
769,906,47524.82,8181.51,72,0.0271,310.65,Lease
770,907,18665.75,3146.59,72,0.0271,281.19,Purchase Loan
771,908,10944.92,1748.46,72,0.0222,162.5,Purchase Loan
772,909,43794.39,6481.41,72,0.0672,740.78,Purchase Loan
773,911,27890.67,4743.61,60,0.0472,522.76,Purchase Loan
774,912,26891.66,6793.75,60,0.0122,462.23,Purchase Loan
775,914,18271.79,3382.65,72,0.0222,115.49,Lease
776,915,11610.45,1262.25,72,0.0272,174.95,Purchase Loan
777,916,29508.4,5003.04,84,0.0272,386.19,Purchase Loan
778,917,681.09,1997.22,72,0.0622,11.36,Purchase Loan
779,918,9395.56,2841.9,36,0.0822,295.38,Purchase Loan
780,919,15097.57,1599.35,72,0.0822,88.49,Lease
781,920,34604.09,11787.97,72,0.0122,498.66,Purchase Loan
782,921,8145.03,4407.34,72,0.0272,122.74,Purchase Loan
783,922,25524.22,4275.49,36,0.0372,750.4,Purchase Loan
784,923,104621.82,18705.67,48,0.0472,2396.12,Purchase Loan
785,924,20542.6,3601.85,72,0.0822,362.39,Purchase Loan
786,926,25835.59,5312.2,60,0.0822,526.58,Purchase Loan
787,927,12630.64,1997.77,72,0.0622,210.64,Purchase Loan
788,928,19147.05,1610.1,60,0.0622,372.13,Purchase Loan
789,929,21527.46,1049.7,60,0.0822,438.77,Purchase Loan
790,931,4707.02,3006.25,60,0.0272,83.99,Purchase Loan
791,932,10403.62,2339.02,72,0.0222,112.42,Lease
792,933,38005.79,4208.55,84,0.0222,488.93,Purchase Loan
793,934,23549.24,2229.31,72,0.0822,415.43,Purchase Loan
794,936,2592.37,988.11,72,0.0372,116.63,Lease
795,937,23572.76,7221.91,72,0.0272,315.1,Lease
796,938,128356.84,17843.1,72,0.0472,1128.11,Lease
797,939,32067.5,7610.91,72,0.0372,497.62,Purchase Loan
798,940,27556.02,4059.36,84,0.0222,354.5,Purchase Loan
799,942,20426.79,1969.31,72,0.0622,340.66,Purchase Loan
800,943,27743.57,1748.91,60,0.0822,565.47,Purchase Loan
801,944,20711.11,4900.45,72,0.0622,345.4,Purchase Loan
802,945,16136.88,2170.73,60,0.0222,284.4,Purchase Loan
803,946,15275.93,3824.27,60,0.0372,279.4,Purchase Loan
804,948,36754.96,5656.09,84,0.0822,576.91,Purchase Loan
805,949,14748.94,2167.72,72,0.0272,222.25,Purchase Loan
806,950,19994.97,2563.19,60,0.0622,388.61,Purchase Loan
807,951,22531.32,2508.52,72,0.0272,339.52,Purchase Loan
808,952,13480.82,3398.02,72,0.0272,203.14,Purchase Loan
809,953,82939.79,14114.26,84,0.0122,1030.64,Purchase Loan
810,954,39781.01,3533.62,48,0.0272,479.27,Lease
811,956,17747.44,3760.48,72,0.0372,275.4,Purchase Loan
812,957,28980.22,6619.66,36,0.0222,832.85,Purchase Loan
813,958,29122.23,3038.37,84,0.0372,394.32,Purchase Loan
814,959,53444.99,8718.94,72,0.0472,853.8,Purchase Loan
815,960,54479.32,8028.4,72,0.0122,785.07,Purchase Loan
816,961,40896.79,2511.04,72,0.0372,634.63,Purchase Loan
817,962,10988.41,1427.4,72,0.0272,165.58,Purchase Loan
818,963,48544.96,5268.06,60,0.0122,834.42,Purchase Loan
819,964,10074.47,1630.42,72,0.0272,151.81,Purchase Loan
820,965,54002.68,5740.78,84,0.0272,706.76,Purchase Loan
821,966,8682.57,1094.24,48,0.0372,194.96,Purchase Loan
822,968,25074.7,11710.97,36,0.0222,720.61,Purchase Loan
823,969,26394.42,2047.87,72,0.0622,440.18,Purchase Loan
824,970,42023.89,9827.52,60,0.0122,722.33,Purchase Loan
